pure_text,orginial_text,len,label
Damn I would love to have something like that in Idaho  .   Will companies like ON semiconductor here in Nampa Idaho  .   since we are growing so fast so quickly when we have all these new electrical and electronic companies coming here I would say about time they start getting stuff like this to us would be a great test ground for it,"['damn', 'i', 'would', 'love', 'to', 'have', 'something', 'like', 'that', 'in', 'idaho', 'will', 'companies', 'like', 'on', 'semiconductor', 'here', 'in', 'nampa', 'idaho', 'since', 'we', 'are', 'growing', 'so', 'fast', 'so', 'quickly', 'when', 'we', 'have', 'all', 'these', 'new', 'electrical', 'and', 'electronic', 'companies', 'coming', 'here', 'i', 'would', 'say', 'about', 'time', 'they', 'start', 'getting', 'stuff', 'like', 'this', 'to', 'us', 'would', 'be', 'a', 'great', 'test', 'ground', 'for', 'it']",61,1
Doesn't look like it could hold many packages  .   what if I am not home does it place it in my driveway (for the whole neighborhood to see?),"['does', 'not', 'look', 'like', 'it', 'could', 'hold', 'many', 'packages', 'what', 'if', 'i', 'am', 'not', 'home', 'does', 'it', 'place', 'it', 'in', 'my', 'driveway', 'for', 'the', 'whole', 'neighborhood', 'to', 'see']",28,0
Wow that's fabulous,"['wow', 'that', ""'s"", 'fab']",4,1
I use them all the time in Bedford  .   They are brilliant!,"['i', 'use', 'them', 'all', 'the', 'time', 'in', 'bedford', 'they', 'are', 'brilliant']",11,1
did this robot will wait for hours front of a customer door or just drop the package in the public way,"['did', 'this', 'robot', 'will', 'wait', 'for', 'hours', 'front', 'of', 'a', 'customer', 'door', 'or', 'just', 'drop', 'the', 'package', 'in', 'the', 'public', 'way']",21,0
the kiwibot is so cute don’t you think,"['the', 'kiwibot', 'is', 'so', 'cute', 'don', 't', 'you', 'think']",9,1
"I just feel sorry for all the food delivery robots getting stuck  .   I don't know why, maybe its because they are being helpful and not an asshole like a security bot or something","['i', 'just', 'feel', 'sorry', 'for', 'all', 'the', 'food', 'delivery', 'robots', 'getting', 'stuck', 'i', 'do', 'not', 'know', 'why', 'maybe', 'its', 'because', 'they', 'are', 'being', 'helpful', 'and', 'not', 'an', 'asshole', 'like', 'a', 'security', 'bot', 'or', 'something']",34,1
I think those things are a thief's dream  .  ,"['i', 'think', 'those', 'things', 'are', 'a', 'thief', ""'s"", 'dream']",9,0
We have them in Mt view,"['we', 'have', 'them', 'in', 'mt', 'view']",6,2
Clearly smarter than humans when crossing the street  .  ,"['clearly', 'smarter', 'than', 'humans', 'when', 'crossing', 'the', 'street']",8,1
The robot would be kidnapped!,"['the', 'robot', 'would', 'be', 'kidnapped']",5,0
If any of the robots fall over they are fucked  .   Also what if it rains?,"['if', 'any', 'of', 'the', 'robots', 'fall', 'over', 'they', 'are', 'fucked', 'also', 'what', 'if', 'it', 'rains']",15,0
"2 miles, hmm? Not enough to put anyone out of a job so we are all good here  .  ","['miles', 'hmm', 'not', 'enough', 'to', 'put', 'anyone', 'out', 'of', 'a', 'job', 'so', 'we', 'are', 'all', 'good', 'here']",17,2
They should make these blowup if someone tries to steal the package inside  .  ,"['they', 'should', 'make', 'these', 'blowup', 'if', 'someone', 'tries', 'to', 'steal', 'the', 'package', 'inside']",13,2
I believe I saw this at James Madison University  .  ,"['i', 'believe', 'i', 'saw', 'this', 'at', 'james', 'madison', 'university']",9,2
Is anyone else just looking at that and wanting to tip it over?,"['is', 'anyone', 'else', 'just', 'looking', 'at', 'that', 'and', 'wanting', 'to', 'tip', 'it', 'over']",13,0
So cute though,"['so', 'cute', 'though']",3,1
someone has got to brick it,"['someone', 'has', 'got', 'to', 'brick', 'it']",6,0
"damn wish they had this when i was at UCI , i graduated in 2017","['damn', 'wish', 'they', 'had', 'this', 'when', 'i', 'was', 'at', 'uci', 'i', 'graduated', 'in']",13,1
so its for the lazy sods who can't walk to the store then  .  ,"['so', 'its', 'for', 'the', 'lazy', 'sods', 'who', 'can', 'not', 'walk', 'to', 'the', 'store', 'then']",14,2
"Wow that's amazing, robot delivery is surely a safer thing especially this time  .  ","['wow', 'that', ""'s"", 'amazing', 'robot', 'delivery', 'is', 'surely', 'a', 'safer', 'thing', 'especially', 'this', 'time']",14,1
George Mason University,"['george', 'mason', 'university']",3,2
Finally an opportunity for tramp like me to get free illegal foods while attending college  .  ,"['finally', 'an', 'opportunity', 'for', 'tramp', 'like', 'me', 'to', 'get', 'free', 'illegal', 'foods', 'while', 'attending', 'college']",15,0
I wonder how the little robot would run on freeways  .  ,"['i', 'wonder', 'how', 'the', 'little', 'robot', 'would', 'run', 'on', 'freeways']",10,2
"Yeah, on my country that would be robbed or destroyed on the second day","['yeah', 'on', 'my', 'country', 'that', 'would', 'be', 'robbed', 'or', 'destroyed', 'on', 'the', 'second', 'day']",14,0
Murcia moment  .   that robot deserved better  .  ,"['murcia', 'moment', 'that', 'robot', 'deserved', 'better']",6,1
"Careful Company most likely have cameras too , watching their investment Just saying","['careful', 'company', 'most', 'likely', 'have', 'cameras', 'too', 'watching', 'their', 'investment', 'just', 'saying']",12,2
I see these being stolen very easily  .  ,"['i', 'see', 'these', 'being', 'stolen', 'very', 'easily']",7,0
Elites are taking control more than ever  .   it will get worse when robots start working stores restaurants etc.  .  ,"['elites', 'are', 'taking', 'control', 'more', 'than', 'ever', 'it', 'will', 'get', 'worse', 'when', 'robots', 'start', 'working', 'stores', 'restaurants', 'etc']",18,0
Those things are a pain in the rear   .   when they’re at the crosswalk  .   they go n go back like playing chicken with cars   .   causing a traffic jam   .   seriously people do we really need them even Johnny 5 says   .   NO,"['those', 'things', 'are', 'a', 'pain', 'in', 'the', 'rear', 'when', 'they', 're', 'at', 'the', 'crosswalk', 'they', 'go', 'n', 'go', 'back', 'like', 'playing', 'chicken', 'with', 'cars', 'causing', 'a', 'traffic', 'jam', 'seriously', 'people', 'do', 'we', 'really', 'need', 'them', 'even', 'johnny', 'says', 'no']",39,0
That's exactly what I was thinking!!  homeless man will attack delivery robot for food,"['that', ""'s"", 'exactly', 'what', 'i', 'was', 'thinking', 'homeless', 'man', 'will', 'attack', 'delivery', 'robot', 'for', 'food']",15,0
Skynet is active,"['skynet', 'is', 'active']",3,0
"It's a great question  .   Some of the ways that delivery robot companies are addressing this are having the compartment locked until the customer unlocks it with their mobile app, and having cameras--and people--that are monitoring for theft or vandalism  .   It may also help that the devices at the moment just deliver food, so the hassle and risk of stealing and destroying one to get a free burrito (almost certainly cold by then  .  ) may simply not be worth it  .   Time will tell, though!","['it', 'is', 'a', 'great', 'question', 'some', 'of', 'the', 'ways', 'that', 'delivery', 'robot', 'companies', 'are', 'addressing', 'this', 'are', 'having', 'the', 'compartment', 'locked', 'until', 'the', 'customer', 'unlocks', 'it', 'with', 'their', 'mobile', 'app', 'and', 'having', 'cameras', '--', 'and', 'people', '--', 'that', 'are', 'monitoring', 'for', 'theft', 'or', 'vandalism', 'it', 'may', 'also', 'help', 'that', 'the', 'devices', 'at', 'the', 'moment', 'just', 'deliver', 'food', 'so', 'the', 'hassle', 'and', 'risk', 'of', 'stealing', 'and', 'destroying', 'one', 'to', 'get', 'a', 'free', 'burrito', 'almost', 'certainly', 'cold', 'by', 'then', 'may', 'simply', 'not', 'be', 'worth', 'it', 'time', 'will', 'tell', 'though']",87,2
More people making tech though,"['more', 'people', 'making', 'tech', 'though']",5,2
I have seen videos of delivery bots delivering  .   It’s a good idea but I’m more looking forward to that with cleaning bots we can recharge them repeatedly councils won’t have the “cost” excuse as it will long term pay for itself and out parks and streets will b so much cleaner  .  ,"['i', 'have', 'seen', 'videos', 'of', 'delivery', 'bots', 'delivering', 'it', 's', 'a', 'good', 'idea', 'but', 'i', 'm', 'more', 'looking', 'forward', 'to', 'that', 'with', 'cleaning', 'bots', 'we', 'can', 'recharge', 'them', 'repeatedly', 'councils', 'won', 't', 'have', 'the', 'cost', 'excuse', 'as', 'it', 'will', 'long', 'term', 'pay', 'for', 'itself', 'and', 'out', 'parks', 'and', 'streets', 'will', 'b', 'so', 'much', 'cleaner']",54,1
"Easy, watch where the heck going ,could have been a kid on a tricycle","['easy', 'watch', 'where', 'the', 'heck', 'going', 'could', 'have', 'been', 'a', 'kid', 'on', 'a', 'tricycle']",14,2
It's illegal to drive on the sidewalk!,"['it', 'is', 'illegal', 'to', 'drive', 'on', 'the', 'sidewalk']",8,0
"Yeah you should see them when they are all parked up in a row, looks like a robot invasion is gonna take place I have seen these used at a CO OP shop in a town just outside Cambridge too  .   Let's hope Skynet doesn't get involved","['yeah', 'you', 'should', 'see', 'them', 'when', 'they', 'are', 'all', 'parked', 'up', 'in', 'a', 'row', 'looks', 'like', 'a', 'robot', 'invasion', 'is', 'going', 'to', 'take', 'place', 'i', 'have', 'seen', 'these', 'used', 'at', 'a', 'co', 'op', 'shop', 'in', 'a', 'town', 'just', 'outside', 'cambridge', 'too', 'let', ""'s"", 'hope', 'skynet', 'does', 'not', 'get', 'involved']",49,0
"Well, I guess in a few years even the truck deploying these delivery system will lack a people being either driving or delivering the package  .    .  I was wondering if everyone's gonna get a universal basic income since the jobs available will be very few and only for extremely intelligent people  .    .  humans are absolutely fuck****","['well', 'i', 'guess', 'in', 'a', 'few', 'years', 'even', 'the', 'truck', 'deploying', 'these', 'delivery', 'system', 'will', 'lack', 'a', 'human', 'being', 'either', 'driving', 'or', 'delivering', 'the', 'package', 'i', 'was', 'wondering', 'if', 'everyone', ""'s"", 'going', 'to', 'get', 'a', 'universal', 'basic', 'income', 'since', 'the', 'jobs', 'available', 'will', 'be', 'very', 'few', 'and', 'only', 'for', 'extremely', 'intelligent', 'people', 'humans', 'are', 'absolutely', 'fuck']",56,0
1 / On the toilets on wheels 2 / They will be robbed 3 / It takes 3 weeks for your parcel to arrive given the speed of the trick,"['on', 'the', 'toilets', 'on', 'wheels', 'they', 'will', 'be', 'robbed', 'it', 'takes', 'weeks', 'for', 'your', 'parcel', 'to', 'arrive', 'given', 'the', 'speed', 'of', 'the', 'trick']",23,0
Not having to be obligated to tip someone to do  their job is more than enough reason for me to be excited for this kind of thing  .  ,"['not', 'having', 'to', 'be', 'obligated', 'to', 'tip', 'someone', 'to', 'do', 'their', 'job', 'is', 'more', 'than', 'enough', 'reason', 'for', 'me', 'to', 'be', 'excited', 'for', 'this', 'kind', 'of', 'thing']",27,1
"They have trackers in them and are worth a good bit of money, I am sure the company takes theft of their assets pretty seriously  .   Wouldn't be long before the police show up at your crack den searching high and low for the thing","['they', 'have', 'trackers', 'in', 'them', 'and', 'are', 'worth', 'a', 'good', 'bit', 'of', 'money', 'i', 'am', 'sure', 'the', 'company', 'takes', 'theft', 'of', 'their', 'assets', 'pretty', 'seriously', 'would', 'not', 'be', 'long', 'before', 'the', 'police', 'show', 'up', 'at', 'your', 'crack', 'den', 'searching', 'high', 'and', 'low', 'for', 'the', 'thing']",45,1
"slower than a crawling baby, holds 1 package and requires you to be home  .   this is fake  .  ","['slower', 'than', 'a', 'crawling', 'baby', 'holds', 'package', 'and', 'requires', 'you', 'to', 'be', 'home', 'this', 'is', 'fake']",16,0
People are going to a abuse this,"['people', 'are', 'going', 'to', 'a', 'abuse', 'this']",7,0
"This is cool and all but that thing is slow as hell, wouldn’t your food be cold once it arrives?","['this', 'is', 'cool', 'and', 'all', 'but', 'that', 'thing', 'is', 'slow', 'as', 'hell', 'wouldn', 't', 'your', 'food', 'be', 'cold', 'once', 'it', 'arrives']",21,0
I actually prefer robots most of the time  .   It's 100 times easier to order food from a kiosk than trying to yell what I want to a dippy kid in a noisy restaurant  .   Automating mundane tasks leaves more humans free to do jobs that actually have meaning  .  ,"['i', 'actually', 'prefer', 'robots', 'most', 'of', 'the', 'time', 'it', 'is', 'times', 'easier', 'to', 'order', 'food', 'from', 'a', 'kiosk', 'than', 'trying', 'to', 'yell', 'what', 'i', 'want', 'to', 'a', 'dippy', 'kid', 'in', 'a', 'noisy', 'restaurant', 'automating', 'mundane', 'tasks', 'leaves', 'more', 'humans', 'free', 'to', 'do', 'jobs', 'that', 'actually', 'have', 'meaning']",47,1
What happens if someone runs it over by accident?,"['what', 'happens', 'if', 'someone', 'runs', 'it', 'over', 'by', 'accident']",9,0
I seen this by unci in California almost stopped to investigate,"['i', 'seen', 'this', 'by', 'unci', 'in', 'california', 'almost', 'stopped', 'to', 'investigate']",11,2
It would have went anyway once the street light cycled  .   Big whoop  .  ,"['it', 'would', 'have', 'went', 'anyway', 'once', 'the', 'street', 'light', 'cycled', 'big', 'whoop']",12,2
"Cute, if you think a picnic cooler on wheels is cute  .  ","['cute', 'if', 'you', 'think', 'a', 'picnic', 'cooler', 'on', 'wheels', 'is', 'cute']",11,1
Don't nobody pick at your food y'all can stop running with that dumb stuff if they do you are in a bad area,"['do', 'not', 'nobody', 'pick', 'at', 'your', 'food', ""y'all"", 'can', 'stop', 'running', 'with', 'that', 'dumb', 'stuff', 'if', 'they', 'do', 'you', 'are', 'in', 'a', 'bad', 'area']",24,0
we really need to start thinking about a universal basic income or a lot of people are gonna revolt  .  ,"['we', 'really', 'need', 'to', 'start', 'thinking', 'about', 'a', 'universal', 'basic', 'income', 'or', 'a', 'lot', 'of', 'people', 'are', 'going', 'to', 'revolt']",20,0
"That’s just theft, and guess what! They’ve been caught on the onboard camera  .  ","['that', 's', 'just', 'theft', 'and', 'guess', 'what', 'they', 've', 'been', 'caught', 'on', 'the', 'onboard', 'camera']",15,1
I like the way our future is rapidly expanding and coming super intelligent when it comes to helping mankind,"['i', 'like', 'the', 'way', 'our', 'future', 'is', 'rapidly', 'expanding', 'and', 'coming', 'super', 'intelligent', 'when', 'it', 'comes', 'to', 'helping', 'mankind']",19,1
"It's never gonna work, guys  .   Can you imagine 100 of those on your streets? But 1000? Or 10k? Sidewalks not wide enough for pedestrians  .   And those robots gonna be there  .   Some of them gonna stay in the middle of sidewalk when they discharged or just malfunctioned  .   There are suppose to be separate roads for them  .   And even maybe highway railways  .   Only last 15-50 meters they could make on wheels  .   Other time those robots suppose to ride separate roads  .  ","['it', 'is', 'never', 'going', 'to', 'work', 'guys', 'can', 'you', 'imagine', 'of', 'those', 'on', 'your', 'streets', 'but', 'or', 'sidewalks', 'not', 'wide', 'enough', 'for', 'pedestrians', 'and', 'those', 'robots', 'going', 'to', 'be', 'there', 'some', 'of', 'them', 'going', 'to', 'stay', 'in', 'the', 'middle', 'of', 'sidewalk', 'when', 'they', 'discharged', 'or', 'just', 'malfunctioned', 'there', 'are', 'suppose', 'to', 'be', 'separate', 'roads', 'for', 'them', 'and', 'even', 'maybe', 'highway', 'railways', 'only', 'last', 'meters', 'they', 'could', 'make', 'on', 'wheels', 'other', 'time', 'those', 'robots', 'suppose', 'to', 'ride', 'separate', 'roads']",78,0
